text,label
Embark on a culinary adventure with diverse cooking classes for all tastes.,0
"Discover handbags in various price ranges, starting from $50 to $200.",0
"Jeremy in Warroad, United States purchased a",4
BE QUICK 00:57:33 DON'T MISS OUT,1
"Nah, I'll pay full price",3
"Enhance your garden with camouflage-patterned outdoor furniture sets, blending seamlessly into natural surroundings, available since 2022.",0
Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.,0
Shop All Vape Kits,0
Only 7 left in stock!,2
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,1
Brand Directory ,0
Royal Python Vivariums,0
"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",4
Cowgirls,0
 EU Delivery & Returns ,0
on Freight,0
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,0
"ONLY 5 LEFT, ORDER SOON!",2
B-Series Truck remotes,0
Wedding Cross Stich & Embroidery Patterns,0
Nightforce New Year Clearance,0
"Hurry, only 302 left.",2
Over 38 bought,4
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",4
This item is in high demand.,2
Straight Hair Extensions,0
"Hurry, Only 4 Left In Stock. Buy Now!",2
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",4
Optimize your gaming setup with a gaming mouse featuring customizable buttons.,0
4 people have purchased this item,4
Only 3 left.,2
"No thanks, I'll be the last to know.",3
Only 2 Left in Stock,2
Tube Tops,0
Only 3 Left! Get it before it`s gone!,2
Material: Made with Cordura fabric,0
How to cast on,0
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",4
"No Thanks, I don't want official software at the best price.",3
"Select reusable silicone food storage bags with airtight seals, available since May 2021.",0
Light Works,0
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,4
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just Â£80?",3
10 Left in stock,2
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",4
3 LEFT,2
"3,081 people have viewed this item",4
"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or â€˜Skipâ€™ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",6
"No, I don't feel lucky",3
Blonde/Bleached Hair: All colors look great. Silver won't be prominent on bleached hair though.,0
Only 2 left in stock. Make it yours.,2
Only 1 unit left in stock,2
FLASH 19:15:22,1
Personalize your doll,3
HURRY! ONLY 19 LEFT IN STOCK.,2
"Both of these jerseys are awesome, I couldn’t have asked for better quality.",0
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",1
"No thanks, I don't want to build one.. I'd rather kick rocks!",3
78 Persons looking for this product,4
"Choose baby cribs with hidden storage compartments, suitable for infants weighing 8 to 30 pounds, manufactured in July 2022.",0
Clarity Remotes,0
Daystate FAC Air Rifles,0
8 customers have bought today,4
Only 2 Left!,2
Barbour International,0
ONLY 2 LEFT IN STOCK!,2
This product was viewed 26 seconds ago by someone from Princeton,4
3 left in stock,2
I don't want to save money,3
Kinky Curly Wigs,0
LIMITED TIME ONLY!,1
Smartwatches offer up to 7 days of battery life on a single charge.,0
"To cancel your order before it ships, call us.",6
Limited Stock,2
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",4
Corporate Responsibility Report,0
I do not want to protect my item,3
0011Days:0088Hours:4411Minutes:21125445Seconds,1
Parad Combo Deals ,0
"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",6
"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",6
ONLY 3 LEFT! GET IT NOW!,2
33 sold in last 12 hours.,4
. ,0
Currently less than 10 available,2
"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",6
Only 6 items left,2
 Tracksuit,0
Massive Tax Time Sale See Discounts! Sale ends in,1
"Choose subliminal audio tracks for self-improvement, introduced at the subliminal tech expo.",0
Lasers ,0
Only 3 Left,2
Returns an Item,0
9 sold in last 4 hours,4
How Do Our Crystals Looks in Real Life?,0
Diamond Nose Studs,0
Select water bottles with capacities ranging from 16 ounces to 32 ounces.,0
 Terms of Service ,0
ðŸ”¥ðŸ‘ï¸ 1 person is viewing this.,4
"Sponges, Mitts & Bath Brushes",0
Trending now! Added to basket 490 times today,4
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,0
Immerse yourself in diverse musical genres with live concerts and performances.,0
Only 11 left!,2
Want to add one of these?,3
JFN V Neck Lace Cut-Out Basic T-Shirt/Tee,0
Baby Boy Jumpsuits and Rompers,0
"NO THANKS, I DON'T WANT TO SAVE MONEY",3
Only 2 units left in stock,2
 Shop By Shape ,0
3 Left!,2
 Send Us Your Jersey ,0
Awntech New Yorker Window/Entry Slope Awnin ...,0
2 left in stock,2
Americas,0
"Revamp your bedroom with a canopy bed frame, suitable for modern interiors, released in the contemporary bedroom series.",0
87% offers claimed. Hurry up!,2
"They look really good with my brown eyes, and they look pretty natural.",0
Discreet packaging,0
Less than 7 left!,2
ONLY 5 LEFT,2
WhiteBoho Rose Comforter and Sham Set,0
1 people bought Jotter To Do Refill in the last few hours,4
Only 2 Left In Stock,2
"No Thanks, I'd Rather Pay Full Price",3
85 have it in their cart,4
"NO, I'D RATHER PAY FULL PRICE",3
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",4
7 people have it in their cart,4
Customer also shopped for,3
Shipping Insurance Remove Insurance,5
25% OFF SELECTED JACKETS Limited Time,1
Joybird Design House,0
Plant-based Protein,0
"Pick mysterious workout challenges for subtle gains, discreetly part of the wellness trends.",0
Hurry up! 22 people other than you have this product in their cart,4
 View In Your Room ,0
 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) ,0
88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,4
MOST POPULAR,4
Checkout within 04:10 so we don't run out of stock!,1
Stay in the Know,0
 Brass Shankh ,0
" -- Preeti Shenoy, author of THE RULE BREAKERS",0
 Cat's Eye Beads ,0
How about these?,3
Jeanne E. Bray Memorial Scholarship,0
 Mitre Saws ,0
"No thanks, I don't like promotions and exclusive content.",3
Items in your cart are selling fast,2
320 items left,2
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0
"Explore audio gadgets, from wireless earbuds priced between $50 to $150.",0
"No thank you, I prefer to pay full price",3
Only 6 items left,2
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",4
105 pawrents are buying for their furkids now!,4
Jewelry Care Kit,0
Current Offers,0
Accent Chairs,0
Converse,0
Hurry Up! Only 1 Piece Left,2
Subscribe & Save (15%): $ 16.99,3
JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0
1 person is viewing this,4
In Stock. Only 1 Left!,2
Medium GreyLogan T-Shirt Jersey Comforter and Sham Set,0
Only 4 left in this size!,2
"Browse through our extensive collection of books, with genres ranging from fiction to non-fiction.",0
 Printed Long Sleeves Casual Blouse For Women ,0
"No thanks, I'd rather pay more",3
"After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",0
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",4
Only 69 left!,2
Compare at,3
A-Z Luxury Brands,0
Limited time offer.,1
Purchase protection added,5
"Make a splash with our swim collection, featuring trendy and flattering designs.",0
 Bioactive Custodians ,0
 By Doug,0
Cellular/Honeycomb Shades,0
 Resend One time Pin ,0
"Only 3 left , In Stock",2
 View All Parts ,0
 Digital Device Covers ,0
This offer is only VALID if you add to cart now!,3
Game Extraction & Prep,0
 Box Springs & Foundations,0
"No thanks, I'm not interested",3
17 people have added this item to cart,4
Popular item! ðŸ”¥ 27 people recently purchased this.,4
Limited stock available,2
Hurry! Only 2 left,2
Free Embroidery Patterns,0
 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,0
Almost gone! Only 3 left In Stock,2
Men's Accessories ,0
Fave x GrabPay,0
 Comfy and looks great ,0
3642 BOUGHT,4
In Stock (8) Left,2
"1 left, order now!",2
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,1
Authenticity Guaranteed,0
Events and Entertainment,0
"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",3
ONLY 1 ITEM LEFT!,2
 Added to Favorites ,0
2 DAYS 13:06:13,1
21 people looked at this during the last 24 hours,4
"You choose: just one box, or a  Madison Reed Membership?",3
We are currently accepting and processing orders from following:,0
Explore The NRA Universe Of Websites,0
00:15:07:45,1
Lenscap: Damage Only,3
ONLY 1 LEFT! GET IT NOW!,2
A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :),0
ADD FOR BETTER RESULTS,3
Protection Filters,0
Your first payment will be due on the day of your purchase.*,0
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,4
HURRY! ONLY 1 IN STOCK!,2
"Find pour-over coffee makers with thermal carafes, released in the premium coffee essentials collection.",0
View Alternatives,0
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",4
ONLY 5 LEFT IN STOCK,2
Only a few more left!,2
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,4
Ask a Question,0
Yes! Upgrade my purchase,3
"Hurry, only 1 left!",2
Hats add a touch of personality to any outfit â€“ find your perfect match.,0
"Hurry, Sale ends in 9 Hours!",1
"Hurry, only 5 left",2
No I don't feel lucky,3
Only 2 left,2
Carnival Remotes,0
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,3
One customer bought this article in the last 53 min.,4
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",4
Your purchase entitles you to the following special,3
TiesToys & GamesTravelWatches,0
Recovery Best Sellers,0
We have 1 left in stock,2
ONLY 1 LEFT IN STOCK!,2
Code of Conduct,0
 Best-Selling Products ,0
Ignite your passion for learning with engaging educational workshops and seminars.,0
"No, I don't feel lucky.",3
THE SET INCLUDES:,0
HAUTELOOK 04:53,1
24 people have purchased this wine today,4
25% OFF SELECTED JACKETS Limited Time,1
"Pick personalized leather passport holders with embossed travel quotes, introduced in the bespoke travel essentials collection.",0
Please add products to see your site in action,0
JFN Crew Neck Floral Vacation T-Shirt/Tee,0
"Enhance your living room decor with secret compartment furniture, part of the covert interior design collection.",0
"Hurry, only 6 left in stock!",2
HIGH DEMAND,2
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,0
FRAMON #2 Code Machine Offer - Limited time offer!,1
Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!,2
Availability: Low in stock today,2
Graduations,0
Clearance! Only 4 left in stock.,2
LIMITED OFFER: $125 Off + 2 Free Pillows,1
HURRY! ONLY 2 LEFT!,2
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",4
 Cosmic Rainbow ,0
113 people have viewed in the last 24hrs,4
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",4
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,1
Only 7 left in stock.,2
Limited Time: $10 Off! Discount Reflected In Price!,1
 Color Yellow Smoke Blue Pink Orange,0
